epoch,accuracy,auc,auc_1,loss,precision,precision_1,recall,recall_1,val_accuracy,val_auc,val_auc_1,val_loss,val_precision,val_precision_1,val_recall,val_recall_1,val_weighted_accuracy,weighted_accuracy
0,0.697104275226593,0.8415417671203613,0.8415417671203613,48.989444732666016,0.6973688006401062,0.6973688006401062,0.696997880935669,0.696997880935669,0.7621497511863708,0.8798720240592957,0.8798720240592957,22.372976303100586,0.7625457644462585,0.7625457644462585,0.762025773525238,0.762025773525238,0.7621497511863708,0.697104275226593
1,0.7395431995391846,0.865062952041626,0.865062952041626,20.84187889099121,0.739673912525177,0.739673912525177,0.73951655626297,0.73951655626297,0.75396728515625,0.8755212426185608,0.8755212426185608,14.455784797668457,0.754092276096344,0.754092276096344,0.7539052963256836,0.7539052963256836,0.75396728515625,0.7395431995391846
2,0.7758130431175232,0.8865653276443481,0.8865653276443481,12.04606819152832,0.7760515213012695,0.7760515213012695,0.7756800651550293,0.7756800651550293,0.775105357170105,0.8860102891921997,0.8860102891921997,16.7788028717041,0.7753456830978394,0.7753456830978394,0.775105357170105,0.775105357170105,0.775105357170105,0.7758130431175232
3,0.7777807116508484,0.8862556219100952,0.8862556219100952,14.483769416809082,0.7780526876449585,0.7780526876449585,0.7777009606361389,0.7777009606361389,0.7198735475540161,0.8569121360778809,0.8569121360778809,17.48124885559082,0.7199727296829224,0.7199727296829224,0.7197495698928833,0.7197495698928833,0.7198735475540161,0.7777807116508484
4,0.8063924312591553,0.9024391770362854,0.9024391770362854,9.85496997833252,0.8065966367721558,0.8065966367721558,0.8063392639160156,0.8063392639160156,0.7422513961791992,0.8658196330070496,0.8658196330070496,21.281169891357422,0.7424355149269104,0.7424355149269104,0.7422513961791992,0.7422513961791992,0.7422513961791992,0.8063924312591553
5,0.7892679572105408,0.8909869194030762,0.8909869194030762,17.500097274780273,0.7893714904785156,0.7893714904785156,0.7891615629196167,0.7891615629196167,0.7871311902999878,0.8901397585868835,0.8901397585868835,16.758895874023438,0.7871799468994141,0.7871799468994141,0.7871311902999878,0.7871311902999878,0.7871311902999878,0.7892679572105408
6,0.8311750292778015,0.9154375195503235,0.9154375195503235,8.472824096679688,0.8312810659408569,0.8312810659408569,0.8311484456062317,0.8311484456062317,0.8026283383369446,0.8944562673568726,0.8944562673568726,18.667972564697266,0.8027155995368958,0.8027155995368958,0.8025663495063782,0.8025663495063782,0.8026283383369446,0.8311750292778015
7,0.8221607804298401,0.9093394875526428,0.9093394875526428,11.153482437133789,0.8221997618675232,0.8221997618675232,0.8221341967582703,0.8221341967582703,0.7718819975852966,0.8809059858322144,0.8809059858322144,17.67189598083496,0.7718819975852966,0.7718819975852966,0.7718819975852966,0.7718819975852966,0.7718819975852966,0.8221607804298401
8,0.8442577123641968,0.9210620522499084,0.9210620522499084,8.41179084777832,0.8443700075149536,0.8443700075149536,0.8442577123641968,0.8442577123641968,0.799342930316925,0.8962494730949402,0.8962494730949402,14.16796588897705,0.7994420528411865,0.7994420528411865,0.799342930316925,0.799342930316925,0.799342930316925,0.8442577123641968
9,0.8396309018135071,0.9185998439788818,0.9185998439788818,9.100810050964355,0.8397297859191895,0.8397297859191895,0.8395511507987976,0.8395511507987976,0.7883709669113159,0.8868403434753418,0.8868403434753418,20.65448570251465,0.7883709669113159,0.7883709669113159,0.7883709669113159,0.7883709669113159,0.7883709669113159,0.8396309018135071
10,0.8580317497253418,0.9291900396347046,0.9291900396347046,6.749309062957764,0.8581192493438721,0.8581192493438721,0.858005166053772,0.858005166053772,0.7989090085029602,0.8953793048858643,0.8953793048858643,17.407440185546875,0.7989831566810608,0.7989831566810608,0.7987850308418274,0.7987850308418274,0.7989090085029602,0.8580317497253418
11,0.8506395220756531,0.9243181943893433,0.9243181943893433,8.6954984664917,0.850752592086792,0.850752592086792,0.8506395220756531,0.8506395220756531,0.7664269804954529,0.8775864243507385,0.8775864243507385,21.7907657623291,0.7665219902992249,0.7665219902992249,0.7664269804954529,0.7664269804954529,0.7664269804954529,0.8506395220756531
12,0.8647592067718506,0.9334083795547485,0.9334083795547485,6.568253993988037,0.8647908568382263,0.8647908568382263,0.8646528720855713,0.8646528720855713,0.722291111946106,0.8548330068588257,0.8548330068588257,19.472990036010742,0.7223634719848633,0.7223634719848633,0.7222291231155396,0.7222291231155396,0.722291111946106,0.8647592067718506
13,0.8705825805664062,0.936103105545044,0.936103105545044,6.607284069061279,0.8706949353218079,0.8706949353218079,0.8705559968948364,0.8705559968948364,0.8019464612007141,0.8966922760009766,0.8966922760009766,17.07367706298828,0.8022448420524597,0.8022448420524597,0.8019464612007141,0.8019464612007141,0.8019464612007141,0.8705825805664062
14,0.8753955364227295,0.9382277131080627,0.9382277131080627,5.9808735847473145,0.875535249710083,0.875535249710083,0.8753955364227295,0.8753955364227295,0.7539052963256836,0.8713857531547546,0.8713857531547546,23.53438377380371,0.754061758518219,0.754061758518219,0.7537813186645508,0.7537813186645508,0.7539052963256836,0.8753955364227295
15,0.8744914531707764,0.9371511936187744,0.9371511936187744,6.591361999511719,0.8745545744895935,0.8745545744895935,0.8744382858276367,0.8744382858276367,0.7809942960739136,0.8832305073738098,0.8832305073738098,23.442729949951172,0.7811395525932312,0.7811395525932312,0.7809942960739136,0.7809942960739136,0.7809942960739136,0.8744914531707764
16,0.8829473257064819,0.9419634342193604,0.9419634342193604,5.964313507080078,0.8830616474151611,0.8830616474151611,0.8829207420349121,0.8829207420349121,0.7958715558052063,0.8930244445800781,0.8930244445800781,20.93232536315918,0.7959082722663879,0.7959082722663879,0.7958095669746399,0.7958095669746399,0.7958715558052063,0.8829473257064819
17,0.8636423945426941,0.9301819205284119,0.9301819205284119,8.533650398254395,0.8637076616287231,0.8637076616287231,0.8636158108711243,0.8636158108711243,0.7998388409614563,0.8934805393218994,0.8934805393218994,22.245637893676758,0.7998388409614563,0.7998388409614563,0.7998388409614563,0.7998388409614563,0.7998388409614563,0.8636423945426941
18,0.9083149433135986,0.9552396535873413,0.9552396535873413,3.5465023517608643,0.9083849787712097,0.9083849787712097,0.9082883596420288,0.9082883596420288,0.8018844723701477,0.8954790830612183,0.8954790830612183,18.324079513549805,0.8019838929176331,0.8019838929176331,0.8018844723701477,0.8018844723701477,0.8018844723701477,0.9083149433135986
19,0.8973329663276672,0.9490063786506653,0.9490063786506653,4.372104167938232,0.8973779678344727,0.8973779678344727,0.8973063230514526,0.8973063230514526,0.7935159802436829,0.8904126882553101,0.8904126882553101,22.19567108154297,0.793614387512207,0.793614387512207,0.7935159802436829,0.7935159802436829,0.7935159802436829,0.8973329663276672
20,0.8931581974029541,0.9466496109962463,0.9466496109962463,5.064230918884277,0.8932028412818909,0.8932028412818909,0.8931316137313843,0.8931316137313843,0.7988470196723938,0.8941037058830261,0.8941037058830261,20.478675842285156,0.7988840937614441,0.7988840937614441,0.7987850308418274,0.7987850308418274,0.7988470196723938,0.8931581974029541
